"belongings","x456"
"below","S2|W2|x123"
"belt","S2|W3|x123"
"bench","S2|W3|x123"
"benchmark","x789"
"bend","S3|W3|x123"
"beneath","W2|x123"
"beneficial","x456|AWL"
"beneficiary","x789|AWL"
"benefit","S2|W1|x123|AWL"
"benefit","W3|x456|AWL"
"benign","x789"
"berry","x456"
"beside","S3|W2|x123"
"besides","x456"
"best","S1|W1|x123"
"best","S1|W2|x123"
"best","S2|W2|x123"
"bet","S1|x123"
"bet","S3|x123"
"betray","x456"
"betrayal","x789"
"better","S1|W1|x123"
"better","S1|W1|x123"
"better","x456"
"between","S1|W1|x123"
"beverage","x789"
"beware","x789"
"bewildered","x789"
"bewildering","x789"
"beyond","S2|W1|x123"
"bias","x789|AWL"
"biased","x789|AWL"
"bibliography","x789"
"bicycle","W3|x123"
"bid","W3|x456"
"bid","x456"
"bidder","x789"
"big","S1|W1|x123"
"big-headed","x789"
"bike","S2|x123"
"bikini","x456"
"bilateral","x789"
"bilingual","x456"
"bill","S1|W1|x123"
"billion","W2|x123"
"bin","S2|x123"
"bind","x456"
"binoculars","x789"
"biography","x456"
"biological","x456"
"biologist","x789"
"biology","W3|x123"
"biotechnology","x789"
"bird","S2|W2|x123"
"birth","S2|W2|x123"
"birthday","S1|W3|x123"
"biscuit","S2|x123"
"bit","S1|x123"
"bit","S1|W1|x123"
"bite","S2|x123"
"bite","S3|x123"
"bitter","S3|W3|x456"
"bitterly","x456"
"bizarre","x456"
"black","S1|W1|x123"
"black","S2|W2|x123"
"blackboard","S3|x123"
"blackmail","x789"
"blackmail","x789"
"blade","S3|x456"
"blame","S2|W3|x123"
"blame","S3|W2|x123"
"bland","x789"
"blank","S3|x456"
"blanket","x456"
"blare","x789"
"blast","x789"
"blast","x789"
"blatant","x789"
"blaze","x789"
"blaze","x789"
"bleach","x789"
"bleak","x789"
"bleed","x456"
"blend","x456"
"bless","S3|x456"
"blessing","x789"
"blind","S2|W3|x123"
"blind","x456"
"blind","x456"
"blink","x456"
"bliss","x789"
"blister","x789"
"blizzard","x789"
"block","S2|W2|x123"
"block","S3|x123"
"blog","x456"
"bloke","S3|x456"
"blond","S3|x123"
"blonde","S3|x123"
"blood","S2|W1|x123"
"blossom","x789"
"blossom","x789"
"blot","x789"
"blouse","S3|x123"
"blow","S2|W3|x123"
"blow","S3|W3|x456"
"blue","S1|W2|x123"
"blue","S3|W3|x123"
"blunt","x789"
"bluntly","x789"
"blur","x789"
"blur","x789"
"blurred","x789"
"blush","x789"
"board","S1|W1|x123"
"board","x456"
"boast","x456"
"boast","x789"
"boastful","x789"
"boat","S1|W2|x123"
"body","S1|W1|x123"
"bodyguard","x789"
"body language","x789"
"boil","S3|x123"
"boiler","x789"
"boiling","x789"
"bold","x456"
"bolster","x789"
"bolt","x456"
"bolt","x789"
"bomb","S3|W3|x123"
"bomb","W3|x123"
"bombard","x789"
"bomber","x456"
"bombing","x456"
"bond","x456|AWL"
"bone","S2|W2|x123"
"bonus","x456"
"book","S1|W1|x123"
"book","S3|x456"
"bookcase","x789"
"booking","x789"
"booklet","x789"
"bookshelf","S3|x123"
"bookshop","W3|x123"
"boom","x789"
"boom","x789"
"boost","x456"
"boost","x456"
"boot","S2|W3|x123"
"booth","x789"
"border","S3|W2|x123"
"borderline","x789"
"bore","x456"
"bore","x456"
"bored","S3|x123"
"boredom","x789"
"boring","S2|x123"
"born","S1|W1|x123"
"borrow","S2|W3|x123"
"boss","S2|W3|x123"
"bossy","x456"
"both","S1|W1|x123"
"bother","S1|W3|x123"
"bottle","S1|W2|x123"
"bottom","S1|W3|x123"
"bottom","S1|W3|x123"
"bounce","S3|x123"
"bound","S3|x456"
"boundary","x456"
"bouquet","x789"
"bout","x789"
"boutique","x456"
"bow","x456"
"bow","x456"
"bowel","x789"
"bowl","S2|W3|x123"
"bowling","S3|x123"
"box","S1|W1|x123"
"box","x789"
"boxer","x456"
"boxer shorts","x456"
"boxing","x456"
"boy","S1|W1|x123"
"boycott","x789"
"boycott","x789"
"boyfriend","S3|x123"
"bra","x456"
"bracelet","x456"
"bracket","x456"
"brag","x789"
"brain","S2|W2|x123"
"brainstorm","x789"
"brainwave","x789"
"brainy","x789"
"brake","S3|x123"
"brake","x456"
"branch","S2|W2|x123"
"brand","x456"
"brand","x789"
"brand-new","x456"
"brass","x456"
"brave","S3|x123"
"bravery","x456"
"breach","x789"
"breach","x789"
"bread","S2|W3|x123"
"breadth","x789"
"break","S1|W1|x123"
"break","S2|W2|x123"
"breakdown","x789"
"breakfast","S2|W2|x123"
"breakthrough","x456"
"breast","S3|x123"
"breath","S3|W2|x123"
"breathe","S3|W3|x123"
"breathing","x789"
"breed","x456"
"breed","x456"
"breeze","x456"
"brew","x789"
"brewery","x789"
"bribe","x789"
"bribe","x789"
"bribery","x789"
"brick","S2|W3|x123"
"bride","x456"
"bridegroom","x456"
"bridesmaid","x456"
"bridge","S2|W2|x123"
"bridge","x789"
"brief","S2|W2|x123|AWL"
"brief","x789|AWL"
"brief","x789|AWL"
"briefcase","x456"
"briefing","x789|AWL"
"briefly","W3|x456|AWL"
"bright","S2|W2|x123"
"brilliant","S2|W3|x123"
"bring","S1|W1|x123"
"brink","x789"
"brisk","x789"
"broad","S2|W2|x123"
"broadband","x456"
"broadcast","x456"
"broadcast","x456"
"broaden","x789"
"broadly","x789"
"brochure","x456"
"broken","S3|W2|x123"
"broker","x789"
"bronze","x456"
"bronze","x456"
"broom","x456"
"brother","S1|W1|x123"
"brother-in-law","x456"
"brow","x789"
"brown","S2|W2|x123"
"brown","S2|W2|x123"
"browse","x456"
"browser","x456"
"bruise","x456"
"bruise","x789"
"brunch","x456"
"brush","S3|x123"
"brush","S3|x123"
"brutal","x789"
"bubble","x456"
"bucket","S2|x123"
"bud","x789"
"budget","S3|W3|x456"
"buffet","x789"
"bug","S3|x456"
"build","S1|W1|x123"
"build","x789"
"builder","S3|x456"
"building","S1|W1|x123"
"built-in","x789"
"bulb","x456"
"bulk","x789|AWL"
"bull","x456"
"bullet","x456"
"bulletin","x456"
"bully","x456"
"bully","x456"
"bum","x789"
"bump","S3|x123"
"bump","x456"
"bumpy","x456"
"bunch","S2|x123"
"bundle","x789"
"bungalow","x789"
"burden","x789"
"bureau","x789"
"bureaucracy","x789"
"bureaucrat","x789"
"bureaucratic","x789"
"burger","S3|x123"
"burglar","x456"
"burglar alarm","x456"
"burglary","x456"
"burial","x456"
"burn","S2|W3|x123"
"burn","S3|x456"
"burning","x456"
"burnt","x456"
"burst","W3|x456"
"burst","x789"
"bury","W3|x123"
"bus","S1|W2|x123"
"bush","S3|x123"
"business","S1|W1|x123"
"businessman","W3|x123"
"bus stop","x456"
"bust","x456"
"bust","x789"
"busy","S1|W2|x123"
"but","S1|W1|x123"
"but","S2|W3|x123"
"butcher","S3|x456"
"butter","S2|x123"
"butterfly","x456"
"buttock","x789"
"button","S2|x123"
"buy","S1|W1|x123"
"buyer","S3|W3|x456"
"buzz","x789"
"by","S1|W1|x123"
"by","S1|W1|x123"
"bye","S1|x123"
"cab","S3|x123"
"cabbage","x456"
"cabin","x456"
"cabinet","x456"
"cable","W3|x123"
"cafe","S2|x123"
"cafeteria","S3|x123"
"cage","x456"
"cake","S2|W3|x123"
"calcium","x456"
"calculate","S2|W3|x123"
"calculation","x456"
"calculator","S3|x123"
"calendar","S3|x123"
"calf","x456"
"call","S1|W1|x123"
"call","S1|W1|x123"
"call centre","x789"
"calm","S3|W3|x123"
"calm","x456"
"calm","x456"
"calorie","x456"
"camel","x789"
"camera","S2|W3|x123"
"camp","S3|W3|x123"
"camp","x456"
"campaign","S3|W3|x456"
"campaign","x456"
"campaigner","x789"
"camping","S3|x123"
"campsite","x456"
"campus","S2|W3|x123"
"can","S1|W1|x123"
"can","S2|x123"
"canal","x456"
"cancel","S2|x123"
"cancellation","x456"
"cancer","S2|W2|x123"
"candid","x789"
"candidate","W2|x123"
"candle","S3|x456"
"candy","S3|x123"
"cane","x789"
"cannot","W1|x123"
"canoe","x456"
"can opener","x456"
"can't","S1|x123"
"canvas","x456"
"canyon","x456"
"cap","S3|x123"
"capability","x456|AWL"
"capable","S3|W2|x456|AWL"
"capacity","W3|x456|AWL"
"cape","x789"
"capital","S3|W1|x123"
"capital","x456"
"capitalism","x789"
"capitalist","x789"
"capitalist","x789"
"capital punishment","x789"
"captain","W3|x123"
"capture","W3|x456"
"car","S1|W1|x123"
"caravan","x456"
"carbohydrate","x789"
"carbon","x456"
"card","S1|W2|x123"
"cardigan","S3|x123"
"care","S1|W1|x123"
"care","S1|W2|x123"
"career","S2|W2|x123"
"carefree","x789"
"careful","S1|W2|x123"
"carefully","S2|W2|x123"
"careless","x456"
"carer","x456"
"caretaker","x789"
"cargo","x456"
"caring","x789"
"carnival","x456"
"car park","S3|x123"
"carpenter","x456"
"carpet","S2|W3|x123"
"carriage","x456"
"carrier bag","x456"
"carrot","S3|x123"
"carry","S1|W1|x123"
"cart","x456"
"carton","x789"
"cartoon","S3|x456"
"carve","x456"
"case","S1|W1|x123"
"cash","S2|W2|x123"
"cash machine","x456"
"casino","x456"
"cast","W3|x456"
"cast","x456"
"castle","W3|x123"
"casual","x456"
"casualty","x456"
"cat","S1|W3|x123"
"catalogue","W3|x456"
"catalyst","x789"
"catastrophe","x789"
"catastrophic","x789"
"catch","S1|W1|x123"
"catch","x456"
"categorize","x456"
"category","S2|W2|x123|AWL"
"cater","x789"
"cathedral","x456"
"cattle","W3|x123"
"cause","S1|W1|x123"
"cause","S2|W1|x123"
"caution","x456"
"caution","x789"
"cautious","x456"
"cautiously","x456"
"cave","x456"
"CD","S3|W3|x456"
"cease","W3|x456|AWL"
"ceasefire","x789"
"ceiling","S3|W3|x123"
"celebrate","W3|x123"
"celebration","S3|x456"
"celebrity","x456"
"cell","S3|W2|x123"
"cellar","x789"
"cellphone","S2|W3|x123"
"cement","x789"
"cemetery","x456"
"censor","x789"
"censorship","x789"
"census","x789"
"cent","S1|W1|x123"
"centimetre","S3|W3|x123"
"central","S1|W1|x123"
"central heating","x456"
"centre","S1|W1|x123"
"centre","x456"
"century","S2|W1|x123"
"ceramics","x789"
"cereal","S3|x123"
"ceremony","S3|W2|x123"
"certain","S1|W1|x123"
"certainly","S1|W1|x123"
"certainty","x456"
"certificate","S3|W3|x456"
"cf","x789"
"chain","S3|W2|x123"
"chair","S1|W2|x123"
"chair","x789"
"chairman","W3|x456"
"chalk","x789"
"challenge","S2|W2|x123|AWL"
"challenge","S3|W3|x123|AWL"
"challenging","x789|AWL"
"chamber","x789"
"champagne","x456"
"champion","W3|x123"
"champion","x789"
"championship","W3|x123"
"chance","S1|W1|x123"
"change","S1|W1|x123"
"change","S1|W1|x123"
"channel","S3|W2|x123|AWL"
"channel","x789|AWL"
"chant","x789"
"chant","x789"
"chaos","x456"
"chaotic","x789"
"chap","S3|x456"
"chapel","x456"
"chapter","S3|W1|x123|AWL"
"character","S1|W1|x123"
"characteristic","S3|W2|x456"
"characteristic","x456"
"characterize","W3|x456"
"charge","S1|W1|x123"
"charge","S1|W2|x123"
"charisma","x789"
"charismatic","x789"
"charity","S3|W3|x456"
"charm","x456"
"charm","x789"
"charming","x456"
"chart","S3|W3|x123|AWL"
"chart","x789|AWL"
"charter","x456"
"chase","S3|x123"
"chase","x456"
"chat","x456"
"chat","x456"
"cheap","S1|W2|x123"
